Gene	Splicing.ID	CHR	P0
TMEM177	TMEM177	2	120436743
AC069154.4	AC069154.4	2	120456199
PTPN4	PTPN4	2	120517207
AC016691.2	AC016691.2	2	120750775
EPB41L5	EPB41L5	2	120770581
AC012363.4	AC012363.4	2	120973926
AC012363.7	AC012363.7	2	120968630
AC012363.8	AC012363.8	2	120969303
MTND3P10	MTND3P10	2	120970511
AC012363.10	AC012363.10	2	120970920
MTND4P26	MTND4P26	2	120971208
MTND5P28	MTND5P28	2	120972757
TMEM185B	TMEM185B	2	120978854
RALB	RALB	2	120997640
AC012363.13	AC012363.13	2	121076583
INHBB	INHBB	2	121103719
FLJ14816	FLJ14816	2	121221911
AC073257.2	AC073257.2	2	121300485
AC073257.1	AC073257.1	2	121311319
AC018866.1	AC018866.1	2	121444211
GLI2	GLI2	2	121493199
RP11-297J22.1	RP11-297J22.1	2	121623953
AC016764.1	AC016764.1	2	121792649
AC067960.1	AC067960.1	2	121839013
AC079988.3	AC079988.3	2	121935903
TFCP2L1	TFCP2L1	2	121974163
AC013399.3	AC013399.3	2	122067571
CLASP1	CLASP1	2	122095352
RP11-204L24.2	RP11-204L24.2	2	122287998
RNU4ATAC	RNU4ATAC	2	122288457
AC018737.1	AC018737.1	2	122407226
AC018737.6	AC018737.6	2	122416051
NPM1P32	NPM1P32	2	122466088
MKI67IP	MKI67IP	2	122484521
TSN	TSN	2	122494679
RP11-416H1.1	RP11-416H1.1	2	122501055
AC018737.3	AC018737.3	2	122548020
AC062020.2	AC062020.2	2	123822897
AC062020.1	AC062020.1	2	123823727
AC073409.1	AC073409.1	2	124200842
AC092646.3	AC092646.3	2	124439683
AC092646.1	AC092646.1	2	124452878
AC092646.2	AC092646.2	2	124519747
RN7SKP102	RN7SKP102	2	124626833
AC079154.1	AC079154.1	2	124774435
CNTNAP5	CNTNAP5	2	124782864
MTND5P22	MTND5P22	2	125438299
RP11-56O18.1	RP11-56O18.1	2	125536031
RNA5SP102	RNA5SP102	2	125690492
RNU6-259P	RNU6-259P	2	125746796
snosnR60_Z15	snosnR60_Z15	2	125886409
AC097499.1	AC097499.1	2	126468546
AC097499.2	AC097499.2	2	126580685
AC114813.1	AC114813.1	2	126867676
AC023347.1	AC023347.1	2	127066087
AC023347.2	AC023347.2	2	127069043
YWHAZP2	YWHAZP2	2	127315012
GYPC	GYPC	2	127413509
AC013474.4	AC013474.4	2	127437198
RNU6-675P	RNU6-675P	2	127460415
AC114783.1	AC114783.1	2	127656472
RNU7-182P	RNU7-182P	2	127774997
RP11-521O16.1	RP11-521O16.1	2	127781828
RP11-521O16.2	RP11-521O16.2	2	127783300
BIN1	BIN1	2	127805603
MKI67IPP9	MKI67IPP9	2	127927587
CYP27C1	CYP27C1	2	127941696
AC110926.4	AC110926.4	2	128004834
ERCC3	ERCC3	2	128014866
MAP3K2	MAP3K2	2	128056306
RNU6-1147P	RNU6-1147P	2	128074449
AC068282.3	AC068282.3	2	128146706
PROC	PROC	2	128176003
MIR4783	MIR4783	2	128181113
IWS1	IWS1	2	128193783
AC010976.2	AC010976.2	2	128221218
RNU4-48P	RNU4-48P	2	128229810
MYO7B	MYO7B	2	128293378
RP11-286H15.1	RP11-286H15.1	2	128383572
LIMS2	LIMS2	2	128395956
GPR17	GPR17	2	128403439
WDR33	WDR33	2	128458596
RNY4P7	RNY4P7	2	128556477
RP5-935K16.1	RP5-935K16.1	2	128601127
POLR2D	POLR2D	2	128603840
AMMECR1L	AMMECR1L	2	128619204
RP11-395A13.2	RP11-395A13.2	2	128644130
AC012306.2	AC012306.2	2	128688901
SAP130	SAP130	2	128698791
AC108059.1	AC108059.1	2	128824768
UGGT1	UGGT1	2	128848774
RN7SL206P	RN7SL206P	2	128879655
AC108059.4	AC108059.4	2	128897366
AC108059.2	AC108059.2	2	128908728
DYNLT3P2	DYNLT3P2	2	128957475
AC017079.3	AC017079.3	2	128960935
AC017079.4	AC017079.4	2	128975162
HS6ST1	HS6ST1	2	128994290
RNA5SP103	RNA5SP103	2	129202655
ISCA1P6	ISCA1P6	2	129276362
AC012451.1	AC012451.1	2	129338065
AC068483.1	AC068483.1	2	129821419
AC079586.1	AC079586.1	2	129999746
AC019050.1	AC019050.1	2	130253870
AC079776.1	AC079776.1	2	130626766
AC079776.2	AC079776.2	2	130680435
AC079776.3	AC079776.3	2	130680750
AC079776.4	AC079776.4	2	130697421
AC079776.7	AC079776.7	2	130724165
RAB6C	RAB6C	2	130737235
AC018865.8	AC018865.8	2	130748029
AC079776.6	AC079776.6	2	130750175
AC018865.5	AC018865.5	2	130750679
ARHGAP42P2	ARHGAP42P2	2	130763773
AC018865.9	AC018865.9	2	130794531
CYP4F27P	CYP4F27P	2	130806313
POTEF	POTEF	2	130831108
AC018865.11	AC018865.11	2	130839665
AC018804.3	AC018804.3	2	130865257
RNU6-1049P	RNU6-1049P	2	130866777
MED15P9	MED15P9	2	130887194
CCDC74B	CCDC74B	2	130896991
SMPD4	SMPD4	2	130908981
MZT2B	MZT2B	2	130940324
AC018804.1	AC018804.1	2	130941016
TUBA3E	TUBA3E	2	130949318
AC018804.6	AC018804.6	2	130959885
RHOQP3	RHOQP3	2	130970443
AC018804.7	AC018804.7	2	130986949
AC134915.1	AC134915.1	2	131003544
MED15P5	MED15P5	2	131009141
MTND1P29	MTND1P29	2	131028169
MTND2P22	MTND2P22	2	131030052
AC068137.5	AC068137.5	2	131031481
AC068137.6	AC068137.6	2	131033165
MTATP6P7	MTATP6P7	2	131034080
AC068137.8	AC068137.8	2	131034761
MTND4P27	MTND4P27	2	131036330
MTND5P29	MTND5P29	2	131037872
MTND6P8	MTND6P8	2	131039679
AC068137.11	AC068137.11	2	131040252
AC068137.13	AC068137.13	2	131051395
RP11-803A13.1	RP11-803A13.1	2	131071507
AC132479.4	AC132479.4	2	131087715
CCDC115	CCDC115	2	131095814
IMP4	IMP4	2	131099923
PTPN18	PTPN18	2	131113580
AC140481.1	AC140481.1	2	131174328
AC010984.3	AC010984.3	2	131185988
CYP4F43P	CYP4F43P	2	131187400
POTEI	POTEI	2	131217028
RNU6-473P	RNU6-473P	2	131255316
AC013269.3	AC013269.3	2	131273570
CFC1B	CFC1B	2	131278770
AC013269.4	AC013269.4	2	131287848
AC013269.5	AC013269.5	2	131296668
AC140481.2	AC140481.2	2	131328402
AC140481.4	AC140481.4	2	131347907
CFC1	CFC1	2	131350339
POTEJ	POTEJ	2	131369054
RNU6-848P	RNU6-848P	2	131380411
CYP4F30P	CYP4F30P	2	131437623
AC140481.7	AC140481.7	2	131447706
AC010984.4	AC010984.4	2	131449816
GPR148	GPR148	2	131486643
AC140481.8	AC140481.8	2	131501111
AMER3	AMER3	2	131513008
AC140481.9	AC140481.9	2	131534219
AC133785.1	AC133785.1	2	131588551
ARHGEF4	ARHGEF4	2	131595028
SCARNA4	SCARNA4	2	131687335
FAM168B	FAM168B	2	131805449
PLEKHB2	PLEKHB2	2	131862420
NEK2P4	NEK2P4	2	131935191
AC009477.7	AC009477.7	2	131938726
NF1P8	NF1P8	2	131947407
MED15P8	MED15P8	2	131958715
POTEE	POTEE	2	131975882
AC131180.1	AC131180.1	2	132010096
RNU6-127P	RNU6-127P	2	131987180
CYP4F31P	CYP4F31P	2	132044330
AC131180.4	AC131180.4	2	132046326
AC131180.3	AC131180.3	2	132057393
ARHGAP42P1	ARHGAP42P1	2	132085749
AC073869.2	AC073869.2	2	132109787
AC073869.1	AC073869.1	2	132118066
AC073869.13	AC073869.13	2	132126635
MTND6P10	MTND6P10	2	132127358
MTND5P23	MTND5P23	2	132127994
MTND4P21	MTND4P21	2	132129867
AC073869.10	AC073869.10	2	132137726
MTATP6P4	MTATP6P4	2	132138489
AC073869.8	AC073869.8	2	132139413
AC073869.7	AC073869.7	2	132140216
MTND2P18	MTND2P18	2	132142034
MTND1P26	MTND1P26	2	132143273
MED15P3	MED15P3	2	132152790
AC073869.19	AC073869.19	2	132160474
GNAQP1	GNAQP1	2	132181374
AC073869.20	AC073869.20	2	132200167
RHOQP2	RHOQP2	2	132218533
RP11-109E12.1	RP11-109E12.1	2	132219394
MZT2A	MZT2A	2	132222473
TUBA3D	TUBA3D	2	132233666
MIR4784	MIR4784	2	132248733
AC093838.4	AC093838.4	2	132250386
CCDC74A	CCDC74A	2	132285406
MED15P4	MED15P4	2	132292760
POTEKP	POTEKP	2	132349325
RNU6-617P	RNU6-617P	2	132360363
LINC01087	LINC01087	2	132394598
GRAMD4P8	GRAMD4P8	2	132404277
C2orf27A	C2orf27A	2	132479948
AC093724.2	AC093724.2	2	132480826
AC103564.9	AC103564.9	2	132534140
C2orf27B	C2orf27B	2	132552534
AC103564.7	AC103564.7	2	132587374
AC103564.6	AC103564.6	2	132591356
RN7SL701P	RN7SL701P	2	132632204
AJ239322.3	AJ239322.3	2	132715850
AJ239322.1	AJ239322.1	2	132722304
RP1-156L9.1	RP1-156L9.1	2	132741510
AC093787.1	AC093787.1	2	132795360
RP11-629P16.1	RP11-629P16.1	2	132837863
AC098826.4	AC098826.4	2	132844862
AC098826.5	AC098826.5	2	132890429
ANKRD30BL	ANKRD30BL	2	132905164
RNA5-8SP5	RNA5-8SP5	2	133010727
MIR663B	MIR663B	2	133014539
CDC27P1	CDC27P1	2	133019901
AC097532.2	AC097532.2	2	133043368
ZNF806	ZNF806	2	133066882
RP11-725P16.2	RP11-725P16.2	2	133103189
FAM201B	FAM201B	2	133110240
RNU6-175P	RNU6-175P	2	133164325
GPR39	GPR39	2	133174147
YBX1P7	YBX1P7	2	133246127
RN7SKP103	RN7SKP103	2	133281190
AC104405.1	AC104405.1	2	133281558
LYPD1	LYPD1	2	133402426
AC010974.3	AC010974.3	2	133418099
NCKAP5	NCKAP5	2	133429374
AC016909.2	AC016909.2	2	133668669
AC016909.1	AC016909.1	2	133673130
AC011755.1	AC011755.1	2	133874577
AC010890.1	AC010890.1	2	134022540
RNU6-579P	RNU6-579P	2	134091401
RN7SKP154	RN7SKP154	2	134148681
NCKAP5-IT1	NCKAP5-IT1	2	134189237
AC011243.1	AC011243.1	2	134311886
RN7SKP93	RN7SKP93	2	134353662
MGAT5	MGAT5	2	134877554
MIR3679	MIR3679	2	134884696
RNA5SP104	RNA5SP104	2	134988766
AC016906.1	AC016906.1	2	135077225
TMEM163	TMEM163	2	135213330
AC016725.4	AC016725.4	2	135493034
AC110620.2	AC110620.2	2	135554739
AC110620.1	AC110620.1	2	135573932
ACMSD	ACMSD	2	135596117
MIR5590	MIR5590	2	135615390
CCNT2	CCNT2	2	135675805
MAP3K19	MAP3K19	2	135722061
RAB3GAP1	RAB3GAP1	2	135809835
ZRANB3	ZRANB3	2	135894486
AC064850.4	AC064850.4	2	136268116
R3HDM1	R3HDM1	2	136289025
RNU6-512P	RNU6-512P	2	136414047
MIR128-1	MIR128-1	2	136422967
UBXN4	UBXN4	2	136499189
LCT	LCT	2	136545410
AC011893.3	AC011893.3	2	136577761
MCM6	MCM6	2	136597196
AC011999.1	AC011999.1	2	136655525
DARS	DARS	2	136664247
AC093391.2	AC093391.2	2	136742746
AC068492.1	AC068492.1	2	136835462
CXCR4	CXCR4	2	136871919
HNRNPKP2	HNRNPKP2	2	136956684
UBBP1	UBBP1	2	137087011
RN7SKP141	RN7SKP141	2	137147902
AC010146.2	AC010146.2	2	137301941
AC010146.1	AC010146.1	2	137302282
AC092786.1	AC092786.1	2	137402678
THSD7B	THSD7B	2	137523115
RNA5SP105	RNA5SP105	2	138269668
AC020601.1	AC020601.1	2	138636324
HNMT	HNMT	2	138721590
AC069394.1	AC069394.1	2	138859454
AC097523.1	AC097523.1	2	139036144
AC097523.2	AC097523.2	2	139045599
AC097523.3	AC097523.3	2	139064889
AC097721.1	AC097721.1	2	139169636
AC097721.2	AC097721.2	2	139175854
AC114763.1	AC114763.1	2	139228226
SPOPL	SPOPL	2	139259371
AC092620.2	AC092620.2	2	139331422
RP11-231E19.1	RP11-231E19.1	2	139357233
AC092620.3	AC092620.3	2	139362080
NXPH2	NXPH2	2	139428342
RN7SKP286	RN7SKP286	2	139621167
YY1P2	YY1P2	2	139654721
AHCYP4	AHCYP4	2	139659003
AC062021.1	AC062021.1	2	140123735
AC016710.1	AC016710.1	2	140227345
MRPS18BP2	MRPS18BP2	2	140426116
AC012497.2	AC012497.2	2	140490277
AC078851.1	AC078851.1	2	140582465
AC078851.2	AC078851.2	2	140584261
RN7SL283P	RN7SL283P	2	140740253
AC073928.2	AC073928.2	2	140861152
AC092156.3	AC092156.3	2	140974566
MTND2P19	MTND2P19	2	140975220
MTND1P27	MTND1P27	2	140978153
LRP1B	LRP1B	2	140988992
AC117947.1	AC117947.1	2	141440929
AC010740.1	AC010740.1	2	141655992
RNU6-904P	RNU6-904P	2	141924826
AC068287.1	AC068287.1	2	141965651
AC012353.1	AC012353.1	2	142396413
AC012003.1	AC012003.1	2	142754946
AC078882.1	AC078882.1	2	142895333
AC016706.1	AC016706.1	2	143070509
AC092578.1	AC092578.1	2	143300987
AC013444.1	AC013444.1	2	143611664
KYNU	KYNU	2	143635067
RP11-470B22.1	RP11-470B22.1	2	143704991
AC013444.2	AC013444.2	2	143763269
ARHGAP15	ARHGAP15	2	143848931
AC013437.2	AC013437.2	2	143850625
MTND6P11	MTND6P11	2	143851802
MTND5P24	MTND5P24	2	143852358
MTND4P22	MTND4P22	2	143854408
AC013437.4	AC013437.4	2	143855692
MTND3P9	MTND3P9	2	143856053
AC013437.6	AC013437.6	2	143856467
AC013437.7	AC013437.7	2	143858499
RP11-190J23.1	RP11-190J23.1	2	143919647
AC096558.1	AC096558.1	2	144052990
RP11-570L15.2	RP11-570L15.2	2	144053155
RP11-570L15.1	RP11-570L15.1	2	144276436
AC092652.1	AC092652.1	2	144398325
RP11-434H14.1	RP11-434H14.1	2	144433734
CTD-2252P21.1	CTD-2252P21.1	2	144524189
AC079584.2	AC079584.2	2	144557036
AC016910.1	AC016910.1	2	144694640
GTDC1	GTDC1	2	144695635
ZEB2	ZEB2	2	145141648
AC009951.2	AC009951.2	2	145208235
AC009951.1	AC009951.1	2	145218679
ZEB2-AS1	ZEB2-AS1	2	145275664
AC010090.1	AC010090.1	2	145324002
TEX41	TEX41	2	145425534
AC023128.1	AC023128.1	2	145445980
AC023128.2	AC023128.2	2	145512343
RP11-514A9.1	RP11-514A9.1	2	145635301
AC064865.1	AC064865.1	2	146051845
snR65	snR65	2	146092638
RPL6P5	RPL6P5	2	146094798
AC092484.1	AC092484.1	2	146326862
AC079163.1	AC079163.1	2	146358475
AC079248.1	AC079248.1	2	146583853
AC062031.1	AC062031.1	2	146672658
RNU7-2P	RNU7-2P	2	146902724
RPL17P12	RPL17P12	2	146951864
AC093084.1	AC093084.1	2	147234995
PABPC1P2	PABPC1P2	2	147345012
RP11-638D14.1	RP11-638D14.1	2	147591069
AC103881.1	AC103881.1	2	147595317
AC062032.1	AC062032.1	2	147637477
RNU6-692P	RNU6-692P	2	148165910
AC013406.1	AC013406.1	2	148224198
RNU6-715P	RNU6-715P	2	148253006
RNA5SP106	RNA5SP106	2	148471024
AC009480.4	AC009480.4	2	148567915
ACVR2A	ACVR2A	2	148602086
RNU6-1275P	RNU6-1275P	2	148634991
AC009480.3	AC009480.3	2	148656970
ORC4	ORC4	2	148688394
AC009480.1	AC009480.1	2	148698549
MBD5	MBD5	2	148778580
SNORA48	SNORA48	2	149018143
AC019070.1	AC019070.1	2	149053225
AC017080.1	AC017080.1	2	149352727
EPC2	EPC2	2	149402009
RNU2-9P	RNU2-9P	2	149583260
UBBP3	UBBP3	2	149621133
AC105402.4	AC105402.4	2	149624039
AC105402.2	AC105402.2	2	149627593
AC105402.3	AC105402.3	2	149629822
KIF5C	KIF5C	2	149632819
AC105402.1	AC105402.1	2	149649447
LYPD6B	LYPD6B	2	149894621
AC073271.1	AC073271.1	2	149925110
FAM8A3P	FAM8A3P	2	150177107
LYPD6	LYPD6	2	150186499
AC007394.3	AC007394.3	2	150296411
MMADHC	MMADHC	2	150426148
AC144449.1	AC144449.1	2	150444117
RNU6-601P	RNU6-601P	2	150467182
AC007364.1	AC007364.1	2	150624020
AC016682.1	AC016682.1	2	151027937
AC113610.1	AC113610.1	2	151091406
RND3	RND3	2	151324709
AC104777.2	AC104777.2	2	151409046
AC104777.3	AC104777.3	2	151422648
AC104777.1	AC104777.1	2	151451616
AC104777.4	AC104777.4	2	151468895
AC023469.2	AC023469.2	2	151839020
AC023469.1	AC023469.1	2	151857734
AC018731.3	AC018731.3	2	151974469
FABP5P10	FABP5P10	2	152042724
RBM43	RBM43	2	152104454
NMI	NMI	2	152126979
TNFAIP6	TNFAIP6	2	152214106
MIR4773-1	MIR4773-1	2	152224848
RN7SL124P	RN7SL124P	2	152228517
RIF1	RIF1	2	152266397
NEB	NEB	2	152341850
ARL5A	ARL5A	2	152645498
CACNB4	CACNB4	2	152689290
AC079790.2	AC079790.2	2	152954842
STAM2	STAM2	2	152973315
RPL30P2	RPL30P2	2	152988069
FMNL2	FMNL2	2	153191751
AC012066.1	AC012066.1	2	153246451
RP11-17G11.1	RP11-17G11.1	2	153395711
PRPF40A	PRPF40A	2	153508107
ARL6IP6	ARL6IP6	2	153574512
AC009969.1	AC009969.1	2	153707167
UBQLN4P2	UBQLN4P2	2	153733334
ATP5F1P4	ATP5F1P4	2	154015452
AC011901.2	AC011901.2	2	154028501
AC079150.2	AC079150.2	2	154064600
AC079150.3	AC079150.3	2	154194219
AC012501.1	AC012501.1	2	154227126
AC012501.3	AC012501.3	2	154277191
AC012501.2	AC012501.2	2	154278472
SNORD56	SNORD56	2	154303327
RPRM	RPRM	2	154333852
DNAJA1P2	DNAJA1P2	2	154617963
GALNT13	GALNT13	2	154728426
AC008166.1	AC008166.1	2	155002618
AC009297.1	AC009297.1	2	155088231
PHBP4	PHBP4	2	155143102
AC009227.2	AC009227.2	2	155292365
AC009227.3	AC009227.3	2	155316369
RNA5SP107	RNA5SP107	2	155446919
AC061961.2	AC061961.2	2	155552974
KCNJ3	KCNJ3	2	155554811
CBX3P6	CBX3P6	2	155797053
AC092625.1	AC092625.1	2	155822025
RNU6-1001P	RNU6-1001P	2	155945951
AC092662.2	AC092662.2	2	156119970
MTND2P20	MTND2P20	2	156120675
ATP5A1P2	ATP5A1P2	2	156126145
MTND4P28	MTND4P28	2	156167535
MTND5P30	MTND5P30	2	156168209
MTND6P9	MTND6P9	2	156169952
AC092662.6	AC092662.6	2	156170578
RNU6-546P	RNU6-546P	2	156186933
AC093375.1	AC093375.1	2	156868129
AC073551.1	AC073551.1	2	156889759
NR4A2	NR4A2	2	157180944
GPD2	GPD2	2	157291802
RPLP0P7	RPLP0P7	2	157634218
AC108057.1	AC108057.1	2	157871684
AC016732.2	AC016732.2	2	158067359
GALNT5	GALNT5	2	158114110
RN7SKP281	RN7SKP281	2	158155319
ERMN	ERMN	2	158175137
FAM133DP	FAM133DP	2	158236236
CYTIP	CYTIP	2	158271131
AC019201.1	AC019201.1	2	158298062
ACVR1C	ACVR1C	2	158383279
AC019186.1	AC019186.1	2	158582220
ACVR1	ACVR1	2	158592958
AC013731.1	AC013731.1	2	158711782
UPP2	UPP2	2	158733214
RP11-546J1.1	RP11-546J1.1	2	158734195
RNU6-436P	RNU6-436P	2	158769284
RP11-1152H14.1	RP11-1152H14.1	2	158774224
AC005539.2	AC005539.2	2	158817922
RNU6-932P	RNU6-932P	2	158842301
PTP4A1P1	PTP4A1P1	2	158922057
UPP2-IT1	UPP2-IT1	2	158984469
CCDC148-AS1	CCDC148-AS1	2	159023162
CCDC148	CCDC148	2	159027593
HNRNPDLP2	HNRNPDLP2	2	159276467
RN7SL393P	RN7SL393P	2	159303676
PKP4	PKP4	2	159313476
snoZ5	snoZ5	2	159390712
AC005042.2	AC005042.2	2	159404937
AC005042.4	AC005042.4	2	159514849
AC005042.5	AC005042.5	2	159542415
AC005042.3	AC005042.3	2	159559799
DAPL1	DAPL1	2	159651829
OR7E89P	OR7E89P	2	159710295
OR7E28P	OR7E28P	2	159718823
OR7E90P	OR7E90P	2	159731154
RNU2-21P	RNU2-21P	2	159792310
TANC1	TANC1	2	159825146
BTF3L4P2	BTF3L4P2	2	159860287
RNU6-580P	RNU6-580P	2	159883548
GSTM3P2	GSTM3P2	2	159912606
WDSUB1	WDSUB1	2	160092304
BAZ2B	BAZ2B	2	160175490
AC008277.1	AC008277.1	2	160248612
RP11-311B14.1	RP11-311B14.1	2	160300628
AC009506.1	AC009506.1	2	160471807
AC009961.3	AC009961.3	2	160527219
AC009961.2	AC009961.2	2	160545728
MARCH7	MARCH7	2	160569000
CD302	CD302	2	160627539
LY75	LY75	2	160659866
AC009961.5	AC009961.5	2	160668745
PLA2R1	PLA2R1	2	160788519
ITGB6	ITGB6	2	160956177
RBMS1	RBMS1	2	161128662
RMRPP3	RMRPP3	2	161253340
RN7SL423P	RN7SL423P	2	161734058
AC009313.2	AC009313.2	2	161905117
AC009313.1	AC009313.1	2	161952742
TANK	TANK	2	161993419
AC009299.2	AC009299.2	2	162079296
AC009299.3	AC009299.3	2	162101250
AC009299.4	AC009299.4	2	162138413
PSMD14	PSMD14	2	162164549
AC009299.5	AC009299.5	2	162197325
AC009299.1	AC009299.1	2	162206728
5S_rRNA	5S_rRNA	2	162266065
TBR1	TBR1	2	162272605
AC009487.4	AC009487.4	2	162279170
AC009487.5	AC009487.5	2	162284952
SLC4A10	SLC4A10	2	162283964
AHCTF1P1	AHCTF1P1	2	162357396
AC062022.1	AC062022.1	2	162425012
KRT18P46	KRT18P46	2	162436582
AC092841.1	AC092841.1	2	162775292
RPEP5	RPEP5	2	162787709
DPP4	DPP4	2	162848751
AC008063.2	AC008063.2	2	162929766
TIMM8AP1	TIMM8AP1	2	162933867
EIF3EP2	EIF3EP2	2	162944769
AC008063.3	AC008063.3	2	162949939
GCG	GCG	2	162999392
AC007750.5	AC007750.5	2	163016272
FAP	FAP	2	163029565
IFIH1	IFIH1	2	163123589
GCA	GCA	2	163175350
KCNH7	KCNH7	2	163228106
RNA5SP109	RNA5SP109	2	163353446
AC007740.1	AC007740.1	2	163625446
AC104697.1	AC104697.1	2	164008761
RNU6-627P	RNU6-627P	2	164145505
FIGN	FIGN	2	164449906
AC092684.1	AC092684.1	2	164606083
PRPS1P1	PRPS1P1	2	165070049
CYP2C56P	CYP2C56P	2	165178443
AC110086.1	AC110086.1	2	165280035
GRB14	GRB14	2	165349326
COBLL1	COBLL1	2	165510134
AC019181.3	AC019181.3	2	165543797
SNORA70F	SNORA70F	2	165544153
AC019181.2	AC019181.2	2	165697259
RNA5SP110	RNA5SP110	2	165714942
RNA5SP111	RNA5SP111	2	165752187
SLC38A11	SLC38A11	2	165752696
AC013463.2	AC013463.2	2	165848494
SCN3A	SCN3A	2	165944032
RN7SL455P	RN7SL455P	2	166005705
SCN2A	SCN2A	2	166095912
MAPRE1P3	MAPRE1P3	2	166141763
CSRNP3	CSRNP3	2	166326157
GALNT3	GALNT3	2	166604101
AC009495.2	AC009495.2	2	166651361
AC009495.4	AC009495.4	2	166651590
AC009495.1	AC009495.1	2	166670725
AC009495.3	AC009495.3	2	166689558
TTC21B	TTC21B	2	166713985
AC010127.5	AC010127.5	2	166790367
AC010127.3	AC010127.3	2	166813909
SCN1A	SCN1A	2	166845670
RN7SKP152	RN7SKP152	2	167037162
SCN9A	SCN9A	2	167051695
SCN7A	SCN7A	2	167260083
XIRP2	XIRP2	2	167744997
AC092601.1	AC092601.1	2	167746012
XIRP2-AS1	XIRP2-AS1	2	167980414
AC074363.1	AC074363.1	2	168149681
RNU7-148P	RNU7-148P	2	168487990
CTAGE14P	CTAGE14P	2	168570173
AC016723.4	AC016723.4	2	168671284
B3GALT1	B3GALT1	2	168675182
STK39	STK39	2	168810530
AC067940.1	AC067940.1	2	169088431
RN7SL95P	RN7SL95P	2	169297416
RN7SL813P	RN7SL813P	2	169307834
CERS6	CERS6	2	169312372
MIR4774	MIR4774	2	169439453
RNU6-766P	RNU6-766P	2	169462900
CERS6-AS1	CERS6-AS1	2	169631706
NOSTRIN	NOSTRIN	2	169643049
SPC25	SPC25	2	169690642
G6PC2	G6PC2	2	169757750
ABCB11	ABCB11	2	169779448
DHRS9	DHRS9	2	169921299
AC007556.3	AC007556.3	2	169957253
UBE2V1P6	UBE2V1P6	2	169971705
LRP2	LRP2	2	169983619
BBS5	BBS5	2	170335688
KLHL41	KLHL41	2	170366212
FASTKD1	FASTKD1	2	170386259
AC093899.3	AC093899.3	2	170433881
PPIG	PPIG	2	170440850
CCDC173	CCDC173	2	170501935
AC016772.4	AC016772.4	2	170514642
PHOSPHO2	PHOSPHO2	2	170550975
KLHL23	KLHL23	2	170590356
PTCHD3P2	PTCHD3P2	2	170623695
AC009967.3	AC009967.3	2	170646603
SSB	SSB	2	170648443
METTL5	METTL5	2	170666591
UBR3	UBR3	2	170683968
AC092641.2	AC092641.2	2	170933734
RNU6-1006P	RNU6-1006P	2	170976506
MYO3B	MYO3B	2	171034655
AC012594.1	AC012594.1	2	171190438
HMGB1P4	HMGB1P4	2	171458172
AC007277.3	AC007277.3	2	171475138
AC007405.2	AC007405.2	2	171568961
SP5	SP5	2	171571861
AC007405.4	AC007405.4	2	171579719
EIF2S2P4	EIF2S2P4	2	171608221
AC007405.6	AC007405.6	2	171627623
ERICH2	ERICH2	2	171640296
GAD1	GAD1	2	171669723
AC007405.8	AC007405.8	2	171672803
AC010092.1	AC010092.1	2	171772719
GORASP2	GORASP2	2	171784974
TLK1	TLK1	2	171847333
METTL8	METTL8	2	172173919
AC008065.1	AC008065.1	2	172231441
DCAF17	DCAF17	2	172290727
DAP3P2	DAP3P2	2	172347932
AC007969.4	AC007969.4	2	172349415
AC007969.5	AC007969.5	2	172373749
CYBRD1	CYBRD1	2	172378757
RPL21P38	RPL21P38	2	172443603
DYNC1I2	DYNC1I2	2	172543919
AC068039.1	AC068039.1	2	172560844
AC068039.4	AC068039.4	2	172629992
SLC25A12	SLC25A12	2	172640880
RNU6-182P	RNU6-182P	2	172713076
HAT1	HAT1	2	172778958
METAP1D	METAP1D	2	172864490
DLX1	DLX1	2	172949468
DLX2	DLX2	2	172964167
AC104801.1	AC104801.1	2	172967734
AC104088.1	AC104088.1	2	173180015
ITGA6	ITGA6	2	173292082
AC078883.4	AC078883.4	2	173292948
AC078883.3	AC078883.3	2	173328990
AC093818.1	AC093818.1	2	173345568
PDK1	PDK1	2	173420101
AC018712.2	AC018712.2	2	173538940
RAPGEF4-AS1	RAPGEF4-AS1	2	173541869
RAPGEF4	RAPGEF4	2	173600002
ALDH7A1P2	ALDH7A1P2	2	173758491
AC019046.1	AC019046.1	2	173926460
MLTK	MLTK	2	173940163
MLK7-AS1	MLK7-AS1	2	174031174
RP11-1O7.1	RP11-1O7.1	2	174162357
AC092573.2	AC092573.2	2	174202947
CDCA7	CDCA7	2	174219548
AC073465.1	AC073465.1	2	174296077
AC073465.2	AC073465.2	2	174342724
AC073465.3	AC073465.3	2	174350593
AC013410.1	AC013410.1	2	174439838
AC013410.2	AC013410.2	2	174570676
RP11-796E10.1	RP11-796E10.1	2	174675804
RPL5P7	RPL5P7	2	174736381
AC106900.6	AC106900.6	2	174745593
SP3	SP3	2	174771187
RP11-394I13.2	RP11-394I13.2	2	174833079
RP11-394I13.3	RP11-394I13.3	2	174876584
RP11-394I13.1	RP11-394I13.1	2	174890008
AC016737.1	AC016737.1	2	174907736
OLA1	OLA1	2	174937175
RP11-451F14.1	RP11-451F14.1	2	175036619
RN7SL65P	RN7SL65P	2	175104870
AC013467.1	AC013467.1	2	175164052
HNRNPA1P39	HNRNPA1P39	2	175174743
AC018470.4	AC018470.4	2	175190755
SP9	SP9	2	175199674
AC018470.1	AC018470.1	2	175200601
